jornal,codigo_triado,pertencimento,texto_analise,,,,,
bdf,bdf_037,entret_parcial,"No podcast Três por Quatro, Stedile critica também a nova saída levantada pelo mercado internacional, o crédito de carbono, que “surgiu como uma forma de compensar as emissões de gases de efeito estufa (GEE) e mercantilizar o oxigênio produzido pelas florestas”, afirma.

Stedile explica: “eles transformam aquele oxigênio, medem por volume métrico, atribuem um valor a esse oxigênio, transformam num título como se fosse propriedade privada, registram em cartório e vão no mercado mundial vender esses títulos para as empresas poluidoras”. Dessa forma, segundo ele, “continua a poluição, gente ganhando dinheiro com as florestas e nada muda”.

No foco do noticiário internacional, a população brasileira também sofre com os eventos climáticos extremos. Entre as últimas notícias está a seca no Rio Negro, no Amazonas. Pela primeira vez, em 121 anos de medição, o nível das águas do rio chegaram à casa dos 12 metros.

Para o geógrafo Diosmar Filho, o governo federal precisa estudar práticas econômicas e sociais para lidar com essa realidade de cheias e de seca. “Como é que a gente faz agora estudos e ações para prevenção climática diante de um reconhecimento de emergência? Porque em menos de dois anos o Rio Negro estava cheio”, questiona.

O pesquisador e coordenador científico da associação de pesquisa Iyaleta lembra do empenho do país para monitorar os seus biomas naturais e, ainda assim, esses eventos extremos parecem acontecer inesperadamente.

“Parece surpresa essa seca, parece surpresa os alertas dizendo hora de evacuar. E aí, você deixa a população ser impactada por tufão, tempestade. Então assim, os dados são produzidos e esses dados precisam se tornar uma política pública de cuidados das populações”. 

Ao Três por Quatro, a liderança do MST ainda alerta: “A análise é de que estamos vendo uma crise ambiental profunda, grave e coloca em risco, não só a vida de seres vegetais e animais, mas que coloca em risco a vida do ser humano”.

Neste ponto de vista, Diosmar Filho afirma que é preciso abrir um debate para uma transição de política climática ambiental que abranja toda a população mundial.

“Os sindicatos internacionais estão lutando por esse processo. Agora que transição justa a gente vai fazer nesse mundo onde três quartos da população global está sem Direitos Humanos? Então, a transição justa não é mudar a parte de fábrica, a transição justa é o modelo que nós vamos criar”, avalia.

No início de seu terceiro mandato, o presidente Luiz Inácio Lula da Silva (PT) anunciou a retomada do compromisso de reflorestar 12 milhões de hectares de vegetação nativa no país. Assim, o governo federal honraria o acordo assumido no Acordo de Paris, em 2015, mas nunca de fato implementado. 

Stédile declara que o Brasil precisa urgentemente reflorestar seus biomas, se não chegará ao ponto de não retorno. “Nós precisamos implementar um plano nacional de reflorestamento, que vale para a agricultura familiar e vale para o agronegócio”. 

O podcast Três por Quatro é apresentado por Nara Lacerda e Igor Carvalho, agora em temporada fixa no Brasil de Fato. Nesta nova fase, além dos comentários do João Pedro Stédile, liderança do MST, a equipe também conta com a presença do ex-presidente do PT, José Genoíno.

Novos episódios do Três por Quatro são lançados toda sexta-feira pela manhã, discutindo os principais acontecimentos e a conjuntura política do país.",,,,,
fdsp,fdsp_001,titulo_total,"O governo federal publicou nesta quinta-feira (19) um decreto com regras para o mercado de carbono no país. A medida exige que os ministérios do Meio Ambiente e da Economia e outras pastas criem um plano de mitigação das mudanças climáticas, em que serão definidas metas de emissão de gases de efeito estufa.

O decreto assinado pelo presidente Jair Bolsonaro (PL) estabelece que o Executivo criará um sistema que centralizará os dados sobre a emissão de gases que impactam diretamente no aquecimento global. Caberá a esta central regulamentar o mercado e criar regras, por exemplo, para que créditos de redução ou remoção de carbono sejam comercializados.

O sistema será digital e ficará sob responsabilidade do Ministério do Meio Ambiente. A medida também afirma que os mercados impactados pelo decreto, como as indústrias de bens duráveis, de química final, de papel e da construção civil, terão 180 dias para apresentar sugestões ao governo sobre o tema.

O decreto prevê ""mecanismos de integração com o mercado regulado internacional"". Além do carbono, a norma também cita o metano. A norma, em outras palavras, prevê a instituição de regras para o mercado que funciona como a maioria dos outros: quem tem sobrando vende para quem precisa, de preferência a um preço que satisfaça aos dois lados.

Nesse caso, o que se comercializa não é um produto físico. Carbono é uma forma simplificada de chamar a emissão de gases que provocam o aquecimento global.

Como o mais comum deles é o CO2 (gás carbônico), o termo carbono passou a ser um sinônimo desses gases nas discussões climáticas.

Cada tonelada de gás carbônico corresponde a um crédito de carbono, que pode ser comprado ou vendido. Num exemplo simplificado, se um país precisava reduzir sua emissão em mil toneladas de CO2, mas consegue cortar 1.200 toneladas, ele fica com 200 créditos de carbono, que pode vender a outra nação que não conseguiu bater sua meta.

O assunto foi amplamente discutido na COP26, Conferência das Nações Unidas para Mudanças Climáticas.

A publicação do decreto havia sido antecipada pelo ministro do Meio Ambiente, Joaquim Leite, em evento na quarta-feira (18).",,,,,
fdsp,fdsp_002,parcial,"Sim, Luna sempre pareceu maluca, como alertaram no ano passado especialistas respeitados em criptomoedas, como o professor de finanças Alex Lipton. Mas Lipton ainda acha que o blockchain pode transformar setores como negócios de câmbio e mercados de carbono, enquanto algumas moedas estáveis têm utilidades de pagamento.",,,,,
fdsp,fdsp_003,parcial,"Do lado de cá, o quadro é ainda mais complicado do que nos Estados Unidos, pois mesmo em recessão a inflação atingiu dois dígitos. Não é difícil imaginar uma tempestade perfeita para o Brasil, onde desafios externos e internos se reforçam. O próximo presidente terá que conduzir a política econômica com coragem e competência, de preferência com o apoio qualitativo das respostas aos demais desafios, que discuto a seguir.

A ameaça existencial da mudança climática é o terceiro tema do discurso. Aqui o Brasil terá a oportunidade de promover uma guinada verdadeiramente alquímica: trocar uma posição de pária ambiental, decorrente de posturas que aumentaram o desmatamento e o crime organizado, por uma guinada que nos poria em uma posição de liderança global no tema, com consequências extremamente positivas fora e dentro do país.

A criação de um mercado de carbono, como vem sendo discutido no Congresso e prometido pelo Executivo, seria um passo essencial nessa direção. É fundamental que o mercado seja desenhado de forma a permitir a plena inserção do país no mercado global de carbono, alternativa não disponível no momento. Vejo amplo potencial para investimentos no setor, em ambiente de concorrência e plenamente alinhados com o interesse público (estou investindo nessa área).

O elevado risco de novas pandemias vem a seguir. A ciência recomenda todo cuidado com o tema. Aqui também vejo amplo espaço para um cavalo de pau. Será necessário reforçar sob todos os ângulos o SUS, que, com seus 4% do PIB de recursos, precisa urgentemente subir na escala de prioridades dos orçamentos de todas as esferas de governo.

Cabe também incluir nas prioridades da nação mais apoio à pesquisa. Fontes de recursos para tais esforços não faltam, como tenho argumentado aqui. Falta sim transparência orçamentária e vontade política.",,,,,
fdsp,fdsp_004,parcial,"Demorou uma década para a diplomacia e a Presidência da República se darem conta da oportunidade do país valorizar seu patrimônio florestal ímpar como capital político (soft power). E, também, para auferir créditos de carbono e pagamentos por serviço ambiental de matas que absorviam gases do efeito estufa da atmosfera.

A ideia de que repousamos como potência verde em um berço esplêndido de carbono, sem nada precisar fazer para gerar créditos, também é uma ilusão bolsonarista, aponta Natalie Unterstell. ""Não somos uma Arábia Saudita do carbono: é preciso muito esforço para acabar com o desmatamento e, assim, conseguir gerar redução de emissões.""",,,,,
fdsp,fdsp_005,parcial,"Debates e apresentações sobre a Amazônia, por exemplo, até a última hora aconteceriam sem a participação de autoridades brasileiras —Montezano foi incluído a poucos dias do evento—, e outras discussões sobre ambiente passarão ao largo do governo brasileiro, como a encabeçada pelo representante americano para o clima, John Kerry, na terça (24), e o debate sobre o cada vez mais estratégico mercado de crédito de carbono, nesta segunda (23).",,,,,
fdsp,fdsp_006,parcial,"""Os negócios de impacto ambiental estão fortemente ligados às energias renováveis, principalmente eólica e solar, com atores trabalhando inclusive com créditos de carbono. Outro segmento que vem crescendo bastante é o de gestão de resíduos.""",,,,,
fdsp,fdsp_007,parcial,"O representante da Indonésia, país atualmente na presidência do G20, mostrou especial interesse em estreitar laços, sobretudo em soluções para a crise climática e o mercado de crédito de carbono.",,,,,
fdsp,fdsp_008,parcial,"Uma das sessões mais importantes do festival tratou dos investimentos para fomentar a transição justa no sentido de uma economia de baixo carbono que seja inclusiva.

""O setor financeiro também precisa ser transformado. Não basta irrigar as boas ideias com recursos. O setor precisa ser trabalhado para que entregue recursos àquilo que a gente precisa"", afirma o ambientalista Marcelo Furtado, diretor na Finance for Biodiversity Initiative e sócio da BlockC.

Furtado cita como exemplos a ""Bolsa Verde"", implementada pela Prefeitura do Rio de Janeiro, e o projeto de crédito de carbono indígena criado por Almir Suruí.

""​​Não é apenas gerar o ativo, mas garantir que há capilaridade para que o recurso chegue até aqueles que estão mantendo esse ativo presente, a floresta em pé, que são os indígenas. É uma discussão de sobrevivência"", afirmou Furtado.",,,,,
fdsp,fdsp_009,parcial,"Para os produtores rurais, será disponibilizada ainda no SIMA uma calculadora de crédito de carbono, para que seja possível fazer o balanço do sequestro de carbono na lavoura de soja, cultura inicialmente testada pela ferramenta na região.",,,,,
fdsp,fdsp_010,parcial,"Outro legado da Rio-92, segundo ela, foi a criação das convenções para tratar de mudanças climáticas, florestas e biodiversidade, que resultaram em compromissos internacionais. ""Se hoje temos um Acordo de Paris, um mercado de carbono e regras para proteção da biodiversidade, a semente foi plantada ali.""",,,,,
fdsp,fdsp_011,parcial,"Mas isso não é debatido nos grandes eventos de mudanças climáticas. O que é debatido lá é crédito de carbono, grandes empresas, grandes lucros, compensações ambientais. E as pequenas populações que dependem do clima?",,,,,
fdsp,fdsp_012,parcial,"Já falamos sobre vários instrumentos econômicos que têm essa lógica por trás, como impostos, subsídios e créditos de carbono. A pergunta agora é: como economistas vão decidir esse preço? Como vão falar que valor deve ser dado para um imposto sob carros para diminuir poluição? Ou quanto deve ser dado como pagamento para fazendeiros que plantarem árvores? Ou quanto vale um crédito de carbono?",,,,,
fdsp,fdsp_013,titulo_total,"Em maio, o governo federal publicou um decreto com as bases para a criação de um mercado de carbono no Brasil. Numa única página, o texto trata de um sistema que vem pautando a discussão climática no mundo todo, mas deixa lacunas sobre sua execução.

Na avaliação de especialistas ouvidos pela Folha, a medida indica que o assunto finalmente entrou na agenda do Executivo, e serve como um pontapé inicial para o país desenhar seu modelo de precificação de carbono. Contudo, diversos pontos permanecem em aberto, principalmente em relação aos prazos e à obrigação de setores reduzirem suas emissões.

Uma das poucas certezas é que o Brasil ainda não tem um mercado de carbono regulado —a exemplo do que acontece na Europa, China, Nova Zelândia e Cazaquistão.

O decreto apenas estabelece os procedimentos para a elaboração de planos setoriais de mitigação e institui o Sinare (Sistema Nacional de Redução de Emissões de Gases de Efeito Estufa), que deve funcionar como uma central para registros de emissões, reduções, compensações e transações de créditos.

O texto também fixa a governança dos sistemas —dividida entre Ministério da Economia e Ministério do Meio Ambiente— e apresenta a definição de ativos como crédito de carbono e crédito de metano.

Fora isso, especialistas dizem que a medida chega com atraso, não esclarece prazos para os cortes de emissões, rivaliza com um projeto de lei em debate no Congresso e promove insegurança jurídica. Veja alguns dos principais problemas do decreto.

Para Gustavo Pinheiro, coordenador da área de economia de baixo carbono do ICS (Instituto Clima e Sociedade), o decreto é ineficaz. Segundo ele, trata-se de uma regulação voluntária, pois não gera nenhuma obrigação de redução de emissões.

Limitar a quantidade de gases de efeito estufa dentro da economia é um dos pontos centrais num mercado de carbono regulado. Nesse modelo —conhecido como ""cap and trade""— o governo estabelece um teto para determinados setores e concede licenças para emissões.

É como se as empresas tivessem um ""orçamento"". Para poluir acima da cota, é preciso comprar mais permissões, que são vendidas por companhias que conseguiram cortar seus gases de efeito estufa. Trata-se de uma obrigação legal.

Segundo Guarany Osório, professor e pesquisador do Centro de Estudos em Sustentabilidade da FGV/Eaesp (Escola de Administração de Empresas de São Paulo, da Fundação Getúlio Vargas), a medida anunciada pelo governo federal não versa sobre nada disso.

""[O decreto] entra no campo do mercado voluntário, porque quem gera crédito não será obrigado a gerar, e quem compra não é obrigado a comprar"", afirma.

Para o professor, a resolução é positiva do ponto de vista do debate público, pois eleva o tema na agenda de discussão. ""Me parece que o Executivo se posiciona de forma a indicar que esse tema é importante e que mudança do clima é uma realidade"", diz. ""Olhando com a régua bem baixa, pelo menos temos um decreto"", acrescenta.

MERCADO DE CARBONO
O que é?
É um instrumento de precificação de carbono para promover a redução das emissões de gases de efeito estufa em setores econômicos. Também é conhecido como sistema de comércio de emissões (ou ETS, na sigla em inglês).

Como funciona para o governo?
O governo limita a quantidade de gases de efeito estufa que determinados setores econômicos podem emitir e concede permissões de poluição para as empresas.

Como funciona para os negócios?
As companhias recebem um “orçamento” com a quantidade de carbono que podem liberar. Para poluir acima da cota, é preciso comprar mais licenças, que são vendidas pelas organizações que conseguiram cortar suas emissões.

Onde acontece?
A negociação ocorre em um mercado, similar a uma Bolsa de Valores, e o valor das licenças pode ser definido pelo órgão regulador ou pela lei da oferta e procura. Na Europa, por exemplo, a tonelada de CO2 gira em torno de 80 euros.

Por que funciona?
Ao limitar o volume de gases de efeito estufa e autorizar que as empresas comercializem licenças entre si, o governo cria um sistema de pressão e incentivo para que setores econômicos adotem tecnologias mais limpas.

Em carta publicada no dia 26 de maio, o CEBDS (Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável) criticou diversos pontos do texto. O grupo reúne algumas das maiores empresas do país, como Vale, Petrobras, JBS e Itaú, e defende a regulamentação de um mercado de carbono.

""O decreto tem muitas questões em aberto, inclusive prazos, e não deixa clara a participação mandatória dos setores econômicos que serão regulados pelo mercado ou se haverá consequências para o descumprimento das metas. São lacunas que implicam desafios e incertezas para a execução efetiva de um mercado regulado"", diz a carta.

O ato do Executivo prevê a elaboração dos planos setoriais de mitigação, que terão metas gradativas de redução de emissões, considerando as especificidades de cada setor. As metas também precisarão observar a NDC brasileira (compromisso climático no âmbito do Acordo de Paris).

No entanto, não há detalhes sobre como funcionarão essas metas gradativas. De acordo com o texto, os setores poderão apresentar propostas para as curvas de redução de emissões num prazo de 180 dias —prorrogável por mais 180 dias.

Segundo Osório, o decreto não impõe obrigatoriedade para nenhum segmento econômico. Apenas estabelece medidas voluntárias, por enquanto.

Renata Amaral, advogada do escritório Trench Rossi Watanabe, também diz ter muitas dúvidas sobre como isso vai funcionar. Na avaliação dela, cada setor vai estabelecer sua curva de redução, parâmetro que provavelmente será usado pelo governo para definir as metas setoriais.

No entanto, a advogada não vê problema no fato de as metas serem voluntárias. ""Os próprios setores vêm sentindo a necessidade de ter uma regulamentação mais forte para que possam colocar seus produtos no mercado. Eles vão precisar de metas de redução de emissões para vender, por exemplo, para a Europa"", afirma.

Um dos desafios, porém, será enfrentar as diferenças entre as empresas. Segundo ela, é comum que players de um mesmo setor apresentem diferentes graus de maturidade na área ambiental.

É o que também pensa Ronaldo Seroa da Motta, professor da UERJ (Universidade do Estado do Rio de Janeiro). Para ele, dividir a meta acertada entre as companhias de um mesmo setor pode significar um processo de difícil convergência.

""Isso é um jogo de soma zero. A tendência é ser igual taxa de condomínio, ou seja, o valor que todo mundo pode pagar. É o que chamamos de limite inferior"", diz.

Outro problema do decreto, na visão dos especialistas, é a falta de prazos. Osório, da FGV, diz que não há um cronograma claro —à exceção dos 360 dias para os setores enviarem sugestões sobre suas curvas de emissões.

A percepção é a mesma de Seroa da Motta. ""O Brasil precisa de um mercado de carbono, só que o governo veio com um sistema que tem uma complexidade muito grande e que está pouco esclarecida no texto. Não coloca nenhuma obrigatoriedade, nenhum prazo e não detalha em nada o seu funcionamento. Quer dizer: outros decretos terão que ser emitidos para dar conta disso"", afirma.

A criação de um mercado regulado de carbono no modelo cap and trade —que é defendido pelos especialistas e por boa parte do setor privado— vem sendo discutida desde o ano passado no Congresso Nacional.

Inicialmente proposto pelo deputado Marcelo Ramos (PSD-AM), o projeto de lei 528/2021 está apensado a outro de teor semelhante. Havia, inclusive, a expectativa de que o PL fosse votado em novembro de 2021, durante a COP26, como forma de sinalizar um comprometimento do Brasil com o esforço climático global —o que não aconteceu.

Durante meses, a matéria ficou aguardando parecer da deputada relatora Carla Zambelli (PSL-SP), que só concluiu a apreciação no dia 19 de maio —mesmo dia da publicação do decreto.

Segundo Renata Amaral, do escritório Trench Rossi Watanabe, uma parte do empresariado considerava que a melhor opção para o governo seria fortalecer a tramitação do projeto no Congresso.

""O PL estabelece o que é mais comum em outros países em termos de um mercado de cap and trade, onde há efetivamente uma meta estabelecida pelo governo e, a partir disso, um comércio das permissões para determinados setores"", diz.

A matéria no Legislativo também traz sanções para o caso de descumprimento dessas metas, algo que o decreto não prevê.

""Em outros países existe um elemento mais forte de o governo estabelecer uma meta obrigatória e a partir daí alavancar um mercado baseado nas permissões dadas aos setores regulados. Esse é um racional que, pelo menos por enquanto, não estamos seguindo"", acrescenta Amaral.

Além de o projeto de lei abordar detalhes que não estão contemplados no decreto, ele também foi submetido a maior escrutínio. Seroa da Motta lembra que a matéria teve colaborações da CEBDS, CNI (Confederação Nacional da Indústria), Febraban e Abiquim (Associação Brasileira da Indústria Química), além de especialistas e organizações da sociedade civil.

""O PL tem uma estrutura de princípios e diretrizes, uma governança muito bem determinada, critérios de decisão claros... Isso tudo foi abandonado porque se diria, com razão, que é um projeto que precisa ficar no mínimo um ano sendo discutido no Congresso. Mas o governo queria pressa, porque agora ele é ambientalista"", diz, em tom de ironia.

Outra crítica feita pelos especialistas diz respeito à força jurídica da medida. ""Muitos investidores sentem a insegurança de basear suas decisões em um decreto, que é algo que pode ser alterado a qualquer momento pelo Poder Executivo, ainda mais num momento de eventual transição de governos e discussão em torno da polarização"", afirma a advogada do Trench Rossi Watanabe.

O raciocínio é acompanhado por Seroa da Motta. Na visão dele, trata-se de um formato que está menos sujeito a consultas públicas, acordos entre partidos e pressão da sociedade civil.

""Ninguém vai investir em projetos de redução, porque não se sabe se esse mercado, de uma hora para outra, pode mudar totalmente de regras. O decreto é um ato normativo que tem fragilidade jurídica, que gera incerteza"", diz.

As críticas feitas pelo CEBDS são ainda mais duras. Segundo a organização, o marco regulatório não possui a previsibilidade e estabilidade necessárias para incentivar investimentos de longo prazo e pode, inclusive, inibir as ações que já estão sendo feitas pelo setor produtivo.

Além das críticas ao formato, Guarany Osório, da FGV, diz que a medida está atrasada. Considerando que o Brasil já havia atualizado suas metas climáticas em 2020, um decreto de uma página para estabelecer planos setoriais chega com, pelo menos, dois anos de demora.

""Em teoria, espera-se que, ao entrar na nova vigência de um compromisso, tenha-se os instrumentos para implementar aquilo que foi prometido"", diz.

A lentidão do governo em lidar com o tema prejudicou, inclusive, uma parceria com o Banco Mundial para implementar o mercado de carbono.

Conforme a Folha revelou no ano passado, o governo federal tinha em mãos, desde o final de 2020, um estudo detalhando por que era desejável criar um mercado de carbono no país. No entanto, o projeto não avançou, e o país perdeu apoio estratégico do banco.

A fase seria a etapa posterior do PMR (parceria para preparação de mercado), programa do Banco Mundial que o Brasil começou a participar em 2016 e cujo objetivo era ajudar países a adotarem iniciativas para mitigar a crise do clima.

Seroa da Motta atuou como consultor do PMR e disse que o decreto publicado pelo governo passa uma borracha em tudo que o programa sugeriu.

""Para um governo que tinha uma plataforma não-ambientalista, negacionista, a medida é um grande avanço. Claro que esse avanço não aconteceu por uma conversão em massa do governo, foi porque houve uma pressão muito grande do setor produtivo e da cadeia global de negócios exigindo isso Brasil, além da necessidade de entrar na OCDE (Organização para Cooperação e Desenvolvimento Econômico)"", afirma.",,,,,
fdsp,fdsp_014,parcial,"Esse mesmo setor conseguiu aprovar, em 2017, o Programa Renovabio. Sob o argumento de que mimetizava um mercado de crédito de carbono, criou-se a obrigação para as distribuidoras de combustíveis de comprar certificados (CBIOS) na proporção de suas vendas de combustíveis fósseis. Os certificados são vendidos pelos produtores de biocombustíveis.",,,,,
fdsp,fdsp_015,titulo_total,"Os programas de compensação de carbono tornaram-se onipresentes. Você provavelmente já os viu como opções para marcar em reservas de voos: ""Clique aqui para fazer upgrade para um assento premium""; ""Clique aqui para cancelar suas emissões de gases de efeito estufa"".

É uma proposta atraente –a promessa de que, por uma pequena quantia de dinheiro, você pode cuidar de seus negócios sem culpa climática. Mas, se parece bom demais para ser verdade, é porque, pelo menos por enquanto, é mesmo.

O The New York Times pediu aos leitores nesta primavera que enviassem suas questões sobre a mudança climática, e vários perguntaram sobre compensações de carbono. Como elas funcionam? Elas funcionam ou ""é apenas dinheiro pela culpa?"", como perguntou um leitor?

A ideia de compensações de carbono, às vezes chamadas de créditos de carbono ou créditos climáticos, é simples. Sabemos que a atividade humana produz dezenas de bilhões de toneladas de dióxido de carbono e outros gases de efeito estufa todos os anos. Também sabemos que é possível remover ou sequestrar carbono da atmosfera, por exemplo, plantando árvores.

As compensações buscam compensar, por exemplo, as emissões dos aviões financiando reduções de emissões ou remoção de carbono em outro lugar, como florestas.

Alguns especialistas as veem como uma ferramenta essencial para limitar os danos ambientais, pelo menos no curto e médio prazo, até que o mundo possa fazer uma transição completa para as energias renováveis.

Os cientistas estão certos de que o mundo precisa atingir emissões líquidas zero –o ponto em que paramos de expelir gases de efeito estufa ou neutralizamos totalmente os gases que produzimos– até 2050 para evitar os piores efeitos da mudança climática, e ""é virtualmente impossível chegar a zero"" sem compensações, segundo Bruce Usher, professor da Columbia Business School e ex-CEO do EcoSecurities Group, que desenvolveu projetos de redução de emissões em países em desenvolvimento.

Mas isso não significa que as compensações funcionem hoje, e o conselho de Usher dificilmente é um endosso. ""Se você quer porque está de acordo com seus valores, claro, você deve comprar créditos de carbono"", disse ele. ""Mas não tenha a ilusão de que, para cada crédito que você comprar, obterá 100% de redução de emissões na mesma proporção.""

Em um estudo de 2016, a Comissão da UE concluiu que 85% dos projetos examinados provavelmente não alcançariam suas reivindicações de redução. E uma pesquisa da ProPublica de 2019 descobriu que, de forma esmagadora, os projetos de preservação florestal ""não compensaram a quantidade de poluição que deveriam, ou trouxeram ganhos que foram rapidamente revertidos ou que não puderam ser medidos com precisão.""

Os maiores problemas são estruturais, relacionados a algo chamado adicionalidade.

Esse é o jargão técnico para um conceito simples: uma compensação de carbono precisa financiar reduções que não teriam acontecido de outra forma. Se você paga a alguém para preservar um bosque, mas ele nunca pretendeu cortá-lo, então você não está compensando suas emissões. E é difícil estabelecer os fatos nesses casos com o nível de confiança necessário para que os programas de compensação funcionem.

Embora as atividades individuais tenham custos ambientais, e voar seja um dos mais caros, a mudança climática é predominantemente impulsionada pelas ações da indústria de combustíveis fósseis.

E a grande maioria das compensações de carbono é comprada por corporações, incluindo as próprias empresas de combustíveis fósseis, com a premissa de que podem atingir as metas de emissão ""zero líquido"" sem mudar fundamentalmente a forma como operam.

Por enquanto, a melhor coisa que um indivíduo pode fazer continua sendo o que sempre foi: tentar emitir menos.",,,,,
fdsp,fdsp_016,parcial,"Dentro da nossa possibilidade, através do CEBDS, nós temos indicado isso para o governo. Agora saiu um decreto [de mercado de carbono], que já é um grande passo. Mas não temos poder além de alertar. Já assinamos duas cartas para a presidência e para o Ministério do Meio Ambiente e é isso que estamos fazendo.

A interlocução está melhor e a única coisa que queremos é isso. Ser escutado no momento em que se discute pontos importantes como o mercado de carbono, porque nós estamos no mundo inteiro.",,,,,
fdsp,fdsp_017,parcial,"A agenda ambiental —que em 2010 aparecia apenas nas páginas finais do documento entregue pelo setor aos presidenciáveis— atualmente é tema de 2 das 21 propostas da CNI, trazendo as recomendações de regulamentação do mercado de carbono e de revisão do licenciamento ambiental.

""Normas contabilizadas como? Nunca demonstrarão como trabalham essa contabilidade criativa. Política ambiental tem componentes regulatórios fortes em qualquer país do mundo"", diz Araújo.

A proposta da indústria também traz um capítulo sobre a economia de baixo carbono, apontando oportunidades para o setor em bioeconomia (que aproveita recursos da biodiversidade contribuindo para a conservação ambiental) e da economia circular (que reduz a demanda por matéria-prima e a geração de resíduos, a partir de reciclagem e redesenho de produtos).

A principal recomendação do capítulo é a regulamentação de um mercado de carbono. Com a definição de regras pelo governo federal, as empresas devem ter mais segurança jurídica para negociar os créditos de carbono —espécie de ""licença para poluir"", em que atores com altas emissões de gases-estufa podem adquirir créditos gerados por quem, em compensação, reduz a quantidade desses gases lançados na atmosfera.

""A indústria se posiciona do lado das soluções especialmente ao defender a consolidação de um mercado de carbono regulado, em contraposição à iniciativa do governo federal de avançar na regulação de mercados voluntários, de menor integridade climática"", diz Gustavo Pinheiro, coordenador do portfólio de economia de baixo carbono do ICS (Instituto Clima e Sociedade).

""É sintoma de que a Indústria brasileira reconhece a agenda de sustentabilidade como fator de competitividade e se posiciona como parte da solução aos desafios impostos pela crise climática"", avalia Pinheiro.",,,,,
fdsp,fdsp_018,parcial,"A pré-candidata defendeu que o país deve zerar o desmatamento ilegal e cumprir o Acordo de Paris de mudanças climáticas, transitando para uma economia de baixo carbono. Ela também acenou à proposta da CNI de regulamentação do mercado de carbono.",,,,,
fdsp,fdsp_019,parcial,"""Não dependemos do interesse internacional em preservar a Amazônia. É de nosso próprio interesse e, é claro, queremos que esses esforços de preservação sejam recompensados de alguma forma, por meios como créditos de carbono"", afirmou.",,,,,
fdsp,fdsp_020,parcial,"Entre outras medidas, o texto da COP26 regulamentou o mercado de carbono e reconheceu a necessidade de redução de 45% das emissões até 2030. Por outro lado, não avançou a promessa de países desenvolvidos de financiar em US$ 100 bilhões ao ano as ações climáticas nos países em desenvolvimento. O valor é prometido desde 2009 e só deve ser completado em 2023.",,,,,
fdsp,fdsp_021,parcial,"Mas há razões também para otimismo. Processos de tokenização de bens de interesse comum, como energia e carbono, têm hoje uma oportunidade singular. Inclusive o Brasil, com seu potencial verde gigantesco, pode se beneficiar se souber aproveitar a estrutura dos mercados de cripto para alavancar o financiamento global de carbono, serviços ambientais e energia no país.",,,,,
fdsp,fdsp_022,parcial,"Mesmo uma medida de Leite que seria positiva, a da criação de um mercado de carbono, foi criticada por ambientalistas e gerou insatisfação até no Congresso Nacional. Em maio, Bolsonaro e o chefe da pasta assinaram um decreto para regulamentar o setor.

O decreto sobre o mercado de carbono, o ""programa metano zero"", ""o aperfeiçoamento da Política Nacional de Resíduos Sólidos"" e a ""criação do Comitê Interministerial sobre Mudança do Clima e o Crescimento Verde"" foram outras ações destacadas pela assessoria do ministro.",,,,,
